iter	Passed	Remaining
683	1313	606
684	1314	604
685	1316	602
686	1317	600
687	1319	598
688	1320	596
689	1322	594
690	1324	592
691	1325	590
692	1327	588
693	1329	586
694	1330	584
695	1332	582
696	1335	580
697	1336	578
698	1338	576
699	1340	574
700	1341	572
701	1343	570
702	1345	568
703	1346	566
704	1348	564
705	1350	562
706	1351	560
707	1353	558
708	1355	556
709	1357	554
710	1359	552
711	1360	550
712	1362	548
713	1363	546
714	1365	544
715	1366	542
716	1368	540
717	1370	538
718	1372	536
719	1373	534
720	1375	532
721	1377	530
722	1378	528
723	1380	526
724	1382	524
725	1383	522
726	1385	520
727	1387	518
728	1388	516
729	1390	514
730	1392	512
731	1393	510
732	1395	508
733	1397	506
734	1398	504
735	1400	502
736	1401	500
737	1403	498
738	1405	496
739	1406	494
740	1408	492
741	1409	490
742	1411	488
743	1412	486
744	1414	484
745	1416	482
746	1418	480
747	1419	478
748	1421	476
749	1423	474
750	1424	472
751	1426	470
752	1428	468
753	1430	466
754	1431	464
755	1433	462
756	1435	460
757	1437	458
758	1439	457
759	1441	455
760	1442	453
761	1444	451
762	1446	449
763	1448	447
764	1450	445
765	1452	443
766	1454	441
767	1455	439
768	1457	437
769	1459	435
770	1460	433
771	1462	431
772	1464	429
773	1465	428
774	1467	426
775	1469	424
776	1471	422
777	1473	420
778	1474	418
779	1476	416
780	1478	414
781	1479	412
782	1481	410
783	1483	408
784	1484	406
785	1486	404
786	1488	402
787	1489	400
788	1491	398
789	1493	396
790	1494	394
791	1496	393
792	1498	391
793	1499	389
794	1501	387
795	1502	385
796	1504	383
797	1506	381
798	1508	379
799	1510	377
800	1511	375
801	1513	373
802	1514	371
803	1516	369
804	1518	367
805	1519	365
806	1521	363
807	1523	361
808	1524	359
809	1526	358
810	1528	356
811	1529	354
812	1531	352
813	1533	350
814	1535	348
815	1537	346
816	1538	344
817	1540	342
818	1542	340
819	1544	338
820	1545	337
821	1548	335
822	1550	333
823	1552	331
824	1555	329
825	1557	328
826	1559	326
827	1561	324
828	1563	322
829	1565	320
830	1568	318
831	1570	317
832	1572	315
833	1574	313
834	1576	311
835	1578	309
836	1580	307
837	1582	305
838	1584	304
839	1586	302
840	1588	300
841	1590	298
842	1592	296
843	1595	294
844	1597	293
845	1599	291
846	1601	289
847	1604	287
848	1607	285
849	1609	284
850	1611	282
851	1613	280
852	1615	278
853	1618	276
854	1620	274
855	1622	272
856	1624	271
857	1626	269
858	1629	267
859	1631	265
860	1634	263
861	1636	261
862	1638	260
863	1640	258
864	1642	256
865	1645	254
866	1647	252
867	1648	250
868	1650	248
869	1652	246
870	1655	245
871	1657	243
872	1659	241
873	1661	239
874	1664	237
875	1666	235
876	1668	234
877	1671	232
878	1673	230
879	1675	228
880	1677	226
881	1679	224
882	1682	222
883	1684	221
884	1686	219
885	1689	217
886	1692	215
887	1694	213
888	1696	211
889	1698	209
890	1701	208
891	1703	206
892	1706	204
893	1708	202
894	1711	200
895	1713	198
896	1716	197
897	1718	195
898	1720	193
899	1723	191
900	1726	189
901	1728	187
902	1731	186
903	1734	184
904	1736	182
905	1738	180
906	1740	178
907	1743	176
908	1745	174
909	1747	172
910	1750	170
911	1752	169
912	1754	167
913	1757	165
914	1759	163
915	1762	161
916	1765	159
917	1769	158
918	1771	156
919	1774	154
920	1777	152
921	1780	150
922	1783	148
923	1786	146
924	1789	145
925	1791	143
926	1795	141
927	1798	139
928	1801	137
929	1804	135
930	1808	134
931	1810	132
932	1814	130
933	1817	128
934	1819	126
935	1822	124
936	1825	122
937	1827	120
938	1830	118
939	1833	117
940	1835	115
941	1839	113
942	1842	111
943	1846	109
944	1849	107
945	1852	105
946	1856	103
947	1858	101
948	1861	100
949	1863	98
950	1866	96
951	1868	94
952	1871	92
953	1875	90
954	1878	88
955	1881	86
956	1884	84
957	1886	82
958	1889	80
959	1892	78
960	1895	76
961	1898	75
962	1901	73
963	1903	71
964	1906	69
965	1908	67
966	1910	65
967	1913	63
968	1915	61
969	1918	59
970	1920	57
971	1923	55
972	1926	53
973	1929	51
974	1931	49
975	1934	47
976	1936	45
977	1940	43
978	1943	41
979	1945	39
980	1948	37
981	1950	35
982	1953	33
983	1955	31
984	1958	29
985	1961	27
986	1964	25
987	1966	23
988	1968	21
989	1970	19
990	1973	17
991	1976	15
992	1978	13
993	1981	11
994	1983	9
995	1986	7
996	1990	5
997	1993	3
998	1995	1
999	1999	0
